,index,utterance,intentClass
844,845,stupid monkjey,E
845,846,end it [SEPA] see,O
846,847,good,O
847,848,dust,O
848,849,GG [SEPA],O
849,850,don't apologise,O
850,851,silence dick sucker,E
851,852,Fuck yo self,E
852,853,yeah,O
853,854,)),O
854,855,GG,O
855,856,Do you know him?,O
856,857,zz,O
857,858,ez clock,I
858,859,ME?,O
859,860,rip,O
860,861,he want farm),O
861,862,omg,O
862,863,nc arrow??,O
863,864,ggwp,O
864,865,are you playing as a tema?,O
865,866,hola [SEPA] weaver 1k mmr,I
866,867,slardar ? [SEPA] put ss on me,O
867,868,ty,O
868,869,agree,O
869,870,good echo in trees guys [SEPA] and you still not pushing :D:D:D,O
870,871,ooohhh [SEPA] FUck,E
871,872,ez,I
872,873,ffs [SEPA] whats your problems?,O
873,874,what happened to her?,O
874,875,ROFL,O
875,876,bivaet,O
876,877,),O
877,878,report silencer please,A
878,879,keeps spamming poormans,O
879,880,stay the fuck in 4k u fucktrash,E
880,881,just mate [SEPA] fuck [SEPA] relax [SEPA] stop getting all aggressive on me [SEPA] relax,E
881,882,5200 = RO [SEPA] 5150 = radiance [SEPA] still build radiance,O
882,883,hes on ur nc for the time before he dc,O
883,884,ikr,O
884,885,COMPRENDE? [SEPA] NO [SEPA] JUST SAY OK DADDY,O
885,886,gg,O
886,887,well if you would let us just push we could :D,O
887,888,gg [SEPA] omg [SEPA] so stronk,O
888,889,wtf [SEPA] leave this game idiots,E
889,890,gg,O
890,891,4 min,O
891,892,entrense mid+} [SEPA] burros,O
892,893,they rc,O
893,894,gg,O
894,895,too much recure AMor,O
895,896,ur visage was shit,E
896,897,gg,O
897,898,gg,O
898,899,since when mirana not carry hero ? @@ [SEPA] surely 1st time. wp,O
899,900,0-10 not goods,I
900,901,?,O
901,902,lol,O
902,903,ez trad [SEPA] Trade,I
903,904,)),O
904,905,gg,O
905,906,ember [SEPA] hahaah,O
906,907,g?,A
907,908,RETARD,E
908,909,GG,O
909,910,:*),O
910,911,no rampage noob reportr [SEPA] nvm,E
911,912,GGWP,O
912,913,easy :D,O
913,914,pudge,O
914,915,full item,O
915,916,He wants to pad your KDAs [SEPA] hes nice man,O
916,917,GG,O
917,918,rly?,O
918,919,GG,O
919,920,ez,I
920,921,ask your parents to teach you english,E
921,922,NO CURIER GG [SEPA] END PLEASE,O
922,923,ez friend,I
923,924,deep more [SEPA] wat a tri lane top,O
924,925,LOL [SEPA] what a skill,O
925,926,each day i get more suprised by this game,I
926,927,i said pick omni [SEPA] he tell me [SEPA] :3 [SEPA] just pciks win,O
927,928,ez [SEPA] cry at mid,I
928,929,moral was low,O
929,930,only i buy wards [SEPA] and its no fun [SEPA] i dont play for the win,O
930,931,thanks,O
931,932,gg,O
932,933,"noob 1 ,8 k mmr [SEPA] I am 4 mmr [SEPA] 4 k",E
933,934,rofl,O
934,935,wp teamwork,O
935,936,not sure how u guys lost,O
936,937,"oh, dont saw [SEPA] :) [SEPA] gl",O
937,938,pudge,O
938,939,end invo,O
939,940,2 on 4 hahaha [SEPA] GGWP,O
940,941,all only tech BASTARD [SEPA] REPORTED TEH,E
941,942,cada ves tocan [SEPA] mas basuras [SEPA] en el dota,O
942,943,just repoirt him,A
943,944,FeelsBadMan,O
944,945,3-2 those items -.- [SEPA] nice farming,O
945,946,ds was carrying u guys,O
946,947,fy,O
947,948,ggwp,O
948,949,gg,O
949,950,lol,O
950,951,gg [SEPA] dota 2,O
951,952,ez -25,I
952,953,?,O
953,954,injoker noob,E
954,955,"Yeah, and we are the one with the damage",O
955,956,,O
956,957,no,O
957,958,Rektd [SEPA] WR,O
958,959,lol lc,O
959,960,haha [SEPA] bout time,O
960,961,zz,O
961,962,w0w [SEPA] magina [SEPA] pro,O
962,963,where are you going,O
963,964,HOW EZ,I
964,965,tekkies = lose,E
965,966,:D,O
966,967,TREANT SOPRESA [SEPA] :v,O
967,968,nice throw [SEPA],O
968,969,WHY ARE WE YELLING,O
969,970,haha,O
970,971,l,O
971,972,noob,E
972,973,ez lion :D,I
973,974,partyrock [SEPA] report lycab,A
974,975,we can see from the scoreboard,O
975,976,now u blaming me on my items? [SEPA] no worry,O
976,977,just relax everyone,O
977,978,atleast tell me,O
978,979,holy shit,E
979,980,run like doge,O
980,981,badtrri],O
981,982,GG WP,O
982,983,ff [SEPA] ez mid,I
983,984,chmo ebanoe,O
984,985,REPORT TERROR,A
985,986,oh hey it's you [SEPA] LOL,O
986,987,sad,O
987,988,gg boys,O
988,989,haha,O
989,990,i love you mom [SEPA] ops,E
990,991,gg,O
991,992,your welcome,O
992,993,how is this trash talks [SEPA] 0 grave,E
993,994,lol,O
994,995,ez predict,I
995,996,ty,O
996,997,welll dont cry on the begining,O
997,998,G,A
998,999,wp invoker,O
999,1000,lol es,O
1000,1001,magic,O
1001,1002,aegis bait,O
1002,1003,it was hard as fuck,E
1003,1004,gg wp,O
1004,1005,EZ,I
1005,1006,axaxaxa,O
1006,1007,FEEEEEED MEEEEEEEE,O
1007,1008,u sure gg [SEPA] say mnmay?,O
1008,1009,1500,O
1009,1010,EZIEST GAME IN LIFE!,I
1010,1011,how much now?,O
1011,1012,dk is the main target,O
1012,1013,ok [SEPA] destroy ur items,O
1013,1014,shit alttab,E
1014,1015,Report PA for ruining [SEPA] Report PA for attempted ruining,A
1015,1016,were not desperate [SEPA] were already winning,O
1016,1017,ggwp,O
1017,1018,gg,O
1018,1019,die again haha,O
1019,1020,dont,O
1020,1021,easy game,O
1021,1022,20mins after i bought an mkb,O
1022,1023,look your pussy,E
1023,1024,??? [SEPA] happy birthday,O
1024,1025,s,O
1025,1026,unfair,O
1026,1027,gg wp [SEPA] 9x me,O
1027,1028,what?,O
1028,1029,ez ebat',I
1029,1030,u,O
1030,1031,xD,O
1031,1032,gg,O
1032,1033,xD [SEPA] wp,O
1033,1034,and,O
1034,1035,GG,O
1035,1036,silencer?,O
1036,1037,Idgaf its ez mid,I
1037,1038,ROFL,O
1038,1039,intro :D,O
1039,1040,,O
1040,1041,hahahahaah.,O
1041,1042,?,O
1042,1043,gg,O
1043,1044,mid i feed,O
1044,1045,0-6,E
1045,1046,i never died solo to am in lane [SEPA] Eveeeerrrrrrr,O
1046,1047,and never purges shackles [SEPA] pudge missed a hook on a enigma using black hole,E
1047,1048,yes it is,O
1048,1049,ahahahahaha,O
1049,1050,its defend of the ancient,O
1050,1051,wp ulti [SEPA] wp w p,O
1051,1052,I think you could hove won,O
1052,1053,wtf man,O
1053,1054,#NAME?,O
1054,1055,FAST,O
1055,1056,did u to lose,O
1056,1057,ik but the logic,O
1057,1058,ok finish guys,O
1058,1059,he got bounty [SEPA] :p,O
1059,1060,ta yasha [SEPA] rubick [SEPA] afk omni,A
1060,1061,lol,O
1061,1062,your welcome,O
1062,1063,omg [SEPA] come back is real,O
1063,1064,rekt [SEPA] +25mmr [SEPA] lol,O
1064,1065,fuck ytou guys,E
1065,1066,noob ta [SEPA] no u can dun wat? [SEPA] noob ya,E
1066,1067,techis is in fucked up mood [SEPA] thats great [SEPA] good for us,E
1067,1068,1 min,A
1068,1069,trench gaming,O
1069,1070,end,O
1070,1071,gg [SEPA] push to end please,O
1071,1072,G_G,O
1072,1073,aaahajahahahahhahahahahahaha,O
1073,1074,yuo sry,O
1074,1075,little whingey fucking faggot,E
1075,1076,what is this,O
1076,1077,stupid vodkahead...,E
1077,1078,ok next time sf,O
1078,1079,JAVRA [SEPA] ,O
1079,1080,me 2k,O
1080,1081,make,O
1081,1082,nope,O
1082,1083,haha,O
1083,1084,bobo,O
1084,1085,can u shut up [SEPA] i had acid team,E
1085,1086,thought u woulda had this with the farm,O
1086,1087,a clash u will get,O
1087,1088,GG,O
1088,1089,my team [SEPA] only in my team [SEPA] i feeders,I
1089,1090,the bkbless gryo talking shit,E
1090,1091,Yes it is,O
1091,1092,:D:D:D:D: [SEPA] :D:D:D:D:D,O
1092,1093,gj [SEPA] gj timber,O
1093,1094,that's him a dumbass then,O
1094,1095,?,O
1095,1096,end please [SEPA] my team noobs,E
1096,1097,@_@,O
1097,1098,you spelled shit wind wrong,E
1098,1099,he voting for Donald Trump 2016 [SEPA] For great wall of immigration,O
1099,1100,we have time out :|,O
1100,1101,need to trow this game,O
1101,1102,fucking,E
1102,1103,teehee,O
1103,1104,gg emd [SEPA] end,O
1104,1105,more wards,O
1105,1106,That was not a gg lmao,O
1106,1107,LOL,O
1107,1108,nice arlmet,O
1108,1109,ez,I
1109,1110,LD,O
1110,1111,gg),O
1111,1112,"you can push now or in 30 min, it will have the same result [SEPA] your choice",O
1112,1113,no w8,A
1113,1114,ty,O
1114,1115,gg,O
1115,1116,sr 3kscrub,O
1116,1117,i'm on my way [SEPA] ;),O
1117,1118,that wasnt even fun,O
1118,1119,why?,O
1119,1120,WP,O
1120,1121,lol [SEPA] finally,O
1121,1122,The first monkey playing dota. pang guinness,E
1122,1123,LOL,O
1123,1124,road to 5k trash,E
1124,1125,ooooooooooooooooooooooom,O
1125,1126,rage,O
1126,1127,And ur a brood picker,O
1127,1128,hahaha,O
1128,1129,lol,O
1129,1130,how do u even play if u DC every 2 sec? [SEPA] im pretty sure he RQ,O
1130,1131,GG,O
1131,1132,lol,O
1132,1133,...,O
1133,1134,lol,O
1134,1135,U luck bitch,E
1135,1136,? [SEPA] U SAID END [SEPA] I WANNA EAT DUDE,O
1136,1137,cute john say that to me irl im in the 44th infantry brigade,O
1137,1138,wk no dagger no sb :(,O
1138,1139,start',O
1139,1140,;DDD [SEPA] Close game,O
1140,1141,),O
1141,1142,:P,O
1142,1143,i run,O
1143,1144,ez ur ass,E
1144,1145,wait [SEPA] please,A
1145,1146,i guess,O
1146,1147,2min ago,O
1147,1148,134 [SEPA] csw [SEPA] Cs,O
1148,1149,hays [SEPA] ok klng po ate magina : [SEPA] :),O
1149,1150,haha [SEPA] hahaha,O
1150,1151,Gg,O
1151,1152,^_^,O
1152,1153,gg wp,O
1153,1154,tY,O
1154,1155,lol [SEPA] 2 mis,O
1155,1156,emer easy money,O
1156,1157,io tiny pa :D,O
1157,1158,wkwkw,O
1158,1159,until hes back..,O
1159,1160,idiot team,E
1160,1161,noob necro,E
1161,1162,hard lane tho xD,O
1162,1163,so [SEPA] wait?,O
1163,1164,ot boga,O
1164,1165,gg wp,O
1165,1166,=)) [SEPA] mid [SEPA] next time pick veng [SEPA] not alch,O
1166,1167,gg,O
1167,1168,kompor bledos gan,O
1168,1169,gg,O
1169,1170,we loosing patience,A
1170,1171,dont blame,O
1171,1172,lol,O
1172,1173,haha,O
1173,1174,FGOGOGOOGOG,O
1174,1175,jahahaha,O
1175,1176,enbd,O
1176,1177,1 more min?,O
1177,1178,:D,O
1178,1179,GO invit me [SEPA] IDIOT AM [SEPA] KONTOLAN,E
1179,1180,?? jug ?,O
1180,1181,at least u try! wp,O
1181,1182,rage quit,I
1182,1183,well,O
1183,1184,+,O
1184,1185,LOL,O
1185,1186,today :(,O
1186,1187,ur pleasure :D,O
1187,1188,Gg,O
1188,1189,who wants to watch a 2k stream,O
1189,1190,reporta [SEPA] pro ibama [SEPA] fdp sacrifica animais,A
1190,1191,sad,O
1191,1192,gg mates,O
1192,1193,so,O
1193,1194,(,O
1194,1195,leave [SEPA] go end,O
1195,1196,gg ff [SEPA] im,O
1196,1197,its in the bag [SEPA] los q no tienen plata [SEPA] solo queda hablar :C,O
1197,1198,ayyyyy,O
1198,1199,Im playing [SEPA] Do you care? [SEPA] GG [SEPA] Nice game :),O
1199,1200,but she stading in the stree,O
1200,1201,GG,O
1201,1202,rampage,O
1202,1203,DOOM [SEPA] AHAHAH [SEPA] WAHAHGAh,O
1203,1204,Or end the game [SEPA] you know,O
1204,1205,didnt you lose first blood to me by just standing in front of me ? [SEPA] dont blame the others,O
1205,1206,HAHAHA [SEPA] YES,O
1206,1207,thats op,O
1207,1208,lol [SEPA] ugly,O
1208,1209,who u want us to report? [SEPA] DK?,A
1209,1210,XDXD,O
1210,1211,:*,O
1211,1212,report doom?,A
1212,1213,stupid tusk,E
1213,1214,lina mid?,O
1214,1215,let me 1 v 1,O
1215,1216,u guys gank too much,O
1216,1217,aw [SEPA] aw [SEPA] aw,O
1217,1218,gg wp,O
1218,1219,what the hell,O
1219,1220,yolo huskar,O
1220,1221,[SEPA] commend me,A
1221,1222,gg wp come bot [SEPA] I feed u,O
1222,1223,?,O
1223,1224,Ez top,I
1224,1225,5v1?,O
1225,1226,use your familiars [SEPA] to stun wd,O
1226,1227,lol,O
1227,1228,not yet,O
1228,1229,:V,O
1229,1230,ty [SEPA] but apparently i dont now how to support,O
1230,1231,if you want to be OK kiss my every day,O
1231,1232,haha,O
1232,1233,hahahahahahahahaha,O
1233,1234,ggwp,O
1234,1235,GG WP [SEPA] RADIC 8 MIN,O
1235,1236,18,A
1236,1237,everyone commend pheonix,A
1237,1238,report puck pls,A
1238,1239,wait for riki,A
1239,1240,maybe you shouldn't hug your,O
1240,1241,i failed?,O
1241,1242,gg omni,O
1242,1243,@@,O
1243,1244,ha timing bro,O
1244,1245,?,O
1245,1246,rmk,O
1246,1247,poor sf,O
1247,1248,Lol,O
1248,1249,ADADAS,O
1249,1250,Shut the fuck up,E
1250,1251,u nigga [SEPA],E
1251,1252,he is noob,E
1252,1253,lol,O
1253,1254,lñol,O
1254,1255,ez [SEPA] for feed pudge,I
1255,1256,WTF 2v5 doing rs [SEPA] haha,O
1256,1257,WAIT [SEPA] WAIT [SEPA] CAN PAUSE ? [SEPA] IM SOO LAG HEREE,A
1257,1258,hard to lane againts you,O
1258,1259,haha,O
1259,1260,wp,O
1260,1261,you [SEPA] ur,I
1261,1262,LC noob,E
1262,1263,they are coming,O
1263,1264,gg,O
1264,1265,ty [SEPA] go,O
1265,1266,[SEPA] MID FEED GO [SEPA] IDIOTS IN TEAM,E
1266,1267,whats your problem gay venge? [SEPA] you think you are strong?,E
1267,1268,HAHA SVEN,O
1268,1269,lol boid,O
1269,1270,haha,O
1270,1271,HAHA [SEPA] GLHF,O
1271,1272,:C,O
1272,1273,every cunt getting home from work on the net,E
1273,1274,noobs,E
1274,1275,So hard,O
1275,1276,im a scott,O
1276,1277,rekt ?,O
1277,1278,pudge afk? :D,A
1278,1279,ur even,O
1279,1280,talk if you have guts to win against my :),O
1280,1281,BEST ALCHE [SEPA] BOOTS 22 MINS,I
1281,1282,gg,O
1282,1283,unpause,A
1283,1284,w8 me,A
1284,1285,enjoy the game,O
1285,1286,LMAO,O
1286,1287,0 wards [SEPA] [SEPA] mid carry [SEPA] typical trash in core,E
1287,1288,wicp?,O
1288,1289,ggwp :),O
1289,1290,waahahaha,O
1290,1291,my bad sorry,O
1291,1292,ez,I
1292,1293,heheh,O
1293,1294,REPORT [SEPA] R E P O R T,A
1294,1295,Ya,O
1295,1296,ggwp,O
1296,1297,the rat is up in here [SEPA] welcome fucker,E
1297,1298,y i fuck,E
1298,1299,ouch guys [SEPA] stop nasty,O
1299,1300,sf and tide,O
1300,1301,HAHA,O
1301,1302,blame cuz I take bot farm,O
1302,1303,five man carry [SEPA] ggwp,O
1303,1304,nice game,O
1304,1305,"In the picks, we had planned to pick jugg, and right before we picked him you did",O
1305,1306,EHEREE [SEPA] WHEREE,O
1306,1307,gg,O
1307,1308,nope,O
1308,1309,like buyback can possibly help :),O
1309,1310,thx weaver,O
1310,1311,FUCIK [SEPA] FUCKA TOYHPJ' [SEPA] wahts ur problem,E
1311,1312,FREE TO LEAVE?,O
1312,1313,?,O
1313,1314,wail played,O
1314,1315,CENTAUR NEVER ULT,O
1315,1316,Dota watafak,O
1316,1317,PL,O
1317,1318,furion think he have the late game :D [SEPA] so sad :(,O
1318,1319,ggwp,O
1319,1320,commended/added tiny and disro,A
1320,1321,NOOB,E
1321,1322,Gg,O
1322,1323,fu,E
1323,1324,sad,O
1324,1325,sad,O
1325,1326,GG,O
1326,1327,haha,O
1327,1328,repórt tinker please noob,E
1328,1329,ld ive seen,I
1329,1330,y im bashing so much,O
1330,1331,wp qop,O
1331,1332,bommmm,O
1332,1333,who has a good build?,O
1333,1334,wewe,O
1334,1335,WP,O
1335,1336,jk,O
1336,1337,"w/e game voer, team is fucking retarded once again",E
1337,1338,I M THE HEALER,O
1338,1339,lel,O
1339,1340,cause [SEPA] idk,O
1340,1341,gg,O
1341,1342,TOP,O
1342,1343,ez,I
1343,1344,nice [SEPA] 80% miss [SEPA] love dota,O
1344,1345,dont masturvbate while playing,E
1345,1346,ult creeps more,O
1346,1347,FUCK U KA! [SEPA] HAHA! [SEPA] REALLY?,E
1347,1348,plz report him..,A
1348,1349,gg [SEPA] happy def,O
1349,1350,and [SEPA] ?,O
1350,1351,commend me guys,A
1351,1352,gem [SEPA] idiots,E
1352,1353,gg,O
1353,1354,dont lie to me doom,O
1354,1355,report our please,A
1355,1356,wtf ?,O
1356,1357,go to sleep child,I
1357,1358,Ez BOT,I
1358,1359,gg,O
1359,1360,if he dc then it will be safe to leave,O
1360,1361,worth?,I
1361,1362,wb [SEPA] wrong way,O
1362,1363,29,O
1363,1364,hows soloing ursa going mate,O
1364,1365,WAIT,O
1365,1366,hello,O
1366,1367,0/10 [SEPA] i want ur team mid [SEPA] i this mid,I
1367,1368,XD,O
1368,1369,wp,O
1369,1370,3k MMR logic,O
1370,1371,his dota crashed sec,O
1371,1372,THE BKBS,O
1372,1373,walking money,O
1373,1374,kotl wants to win badly....ks me twice......good way,O
1374,1375,aus doita is fucking trash,E
1375,1376,ty,O
1376,1377,yeah [SEPA] so quite,O
1377,1378,lol,O
1378,1379,he got stuck at loading screen,O
1379,1380,something wrong with the,O
1380,1381,creep awarness [SEPA] its important,O
1381,1382,GG,O
1382,1383,hahaha [SEPA] w.e,O
1383,1384,ggwp [SEPA] :V,O
1384,1385,blame,O
1385,1386,Cause ur toxic,E
1386,1387,why u mad,O
1387,1388,slark is luckman,O
1388,1389,haha [SEPA] haha [SEPA] es carry the wolrd,O
1389,1390,win with me,O
1390,1391,ggwp,I
1391,1392,gg,O
1392,1393,man,O
1393,1394,by rat lol,O
1394,1395,hook ff,O
1395,1396,i know [SEPA] ur not pushing [SEPA] and letting us farm [SEPA] u might just lose this game,O
1396,1397,LOLOLOLOLOLO,O
1397,1398,thanks for waiting,O
1398,1399,why the fuck are u all chatting [SEPA] u think ur bad [SEPA] get the fuck outta here,E
1399,1400,he ıs change hıs pc,O
1400,1401,GG,O
1401,1402,gg,O
1402,1403,... and their shiti connection,O
1403,1404,like u lost ur brain? [SEPA] nice story [SEPA] im waiting loser,E
1404,1405,glhf [SEPA] dont ward please,O
1405,1406,sigh,O
1406,1407,Noob SF user,E
1407,1408,puto lag,O
1408,1409,GG WP,O
1409,1410,RS,O
1410,1411,ok,O
1411,1412,jz df,O
1412,1413,no worries,O
1413,1414,5l [SEPA] 5k [SEPA] let skill guy with aegis only [SEPA] pro,O
1414,1415,go am [SEPA] got you,O
1415,1416,Kappa,O
1416,1417,gg,O
1417,1418,FUCKING EVASIOOON [SEPA] WHERE IS DIVINA'S RAPIRA,E
1418,1419,noob mid,E
1419,1420,i delay,O
1420,1421,that was going [SEPA] to happen,O
1421,1422,ptmr [SEPA] ctmr [SEPA] am i peru yet?,E
1422,1423,get used to me touching you,O
1423,1424,reKT [SEPA] AA [SEPA],O
1424,1425,I blame my dad for years to get cigarettes,O
1425,1426,haha,O
1426,1427,end [SEPA] [SEPA] noob team,E
1427,1428,gg,O
1428,1429,to rekt ur annus fucking noob,E
1429,1430,wtf,O
1430,1431,gg,O
1431,1432,1k carry ftw,E
1432,1433,there is no for 'good play',O
1433,1434,fuck you,E
1434,1435,ez,I
1435,1436,dont worry u win late game,O
1436,1437,worth,O
1437,1438,ahhah,O
1438,1439,RUDE [SEPA] WE WAITED,A
1439,1440,cyka blyat,E
1440,1441,Nice interwebs BS,O
1441,1442,peru win [SEPA] sorry boy :c,E
1442,1443,want u to press e [SEPA] and get ez kill [SEPA] ah [SEPA] ogre try hard,I
1443,1444,gg,O
1444,1445,inveokr ez game for u,I
1445,1446,draon hook?,O
1446,1447,its my bottle? [SEPA] in your curier?,O
1447,1448,CAN REPORT GYRO PLS,A
1448,1449,sf [SEPA] too noob,E
1449,1450,Not even mad,O
1450,1451,YOU THINK THIS MMR WAS FREE,O
1451,1452,kjikl [SEPA] come,O
1452,1453,GIGI [SEPA] WE LOST,O
1453,1454,i delete u :P [SEPA] qop,O
1454,1455,lol,O
1455,1456,[SEPA] changed my mind,O
1456,1457,predict [SEPA] ez game for noobs,E
1457,1458,worst cpt ever,E
1458,1459,lol,O
1459,1460,why do you even play,O
1460,1461,yeah pretty funny,O
1461,1462,g end?,A
1462,1463,mine for,E
1463,1464,FAST HAND NOOBS,E
1464,1465,Hehe,O
1465,1466,nice,O
1466,1467,what a retard [SEPA] this ember lmfao [SEPA] and i thought pl is retarded,E
1467,1468,:D:D::D jk [SEPA] try [SEPA] |ty*,O
1468,1469,ggwp,O
1469,1470,ok finish please [SEPA] gunna play rocket league,O
1470,1471,gg,O
1471,1472,),O
1472,1473,HAHA [SEPA] 3? [SEPA] lol [SEPA] dead too? [SEPA] killed by support? [SEPA] real food,O
1473,1474,INVOKER,O
1474,1475,Xd,O
1475,1476,ESSS,O
1476,1477,so shit,E
1477,1478,lol [SEPA] i have a horse,O
1478,1479,gg [SEPA] wp [SEPA] well recovered lycan,O
1479,1480,id rather go to bed [SEPA] die of cancer bh piece of shit uninstall [SEPA] fuk off,E
1480,1481,LMAO,O
1481,1482,cumback,E
1482,1483,over 9000 range,O
1483,1484,END,O
1484,1485,lol,O
1485,1486,I also know my tide did nothing,O
1486,1487,stupid exams..,E
1487,1488,trying hard,O
1488,1489,jaja [SEPA] pro [SEPA] daga min 20 :v,O
1489,1490,actually mid failed,O
1490,1491,hehe,O
1491,1492,end it,O
1492,1493,ggwp,O
1493,1494,idiot,E
1494,1495,just comment,A
1495,1496,-19 ez [SEPA] so this green guy [SEPA] is streaming right now,I
1496,1497,jaja,O
1497,1498,pinoy gaming style,E
1498,1499,wahaha,O
1499,1500,noob 5v3,E
1500,1501,someone else lol?,O
1501,1502,?,O
1502,1503,2ez,O
1503,1504,ure the cause of ur own doom [SEPA] also,O
1504,1505,u realize u are so braindamaged when the enemy got rampage [SEPA] wp wr,O
1505,1506,lol,O
1506,1507,sry [SEPA] u r out of postion,O
1507,1508,Brb,O
1508,1509,1 min,O
1509,1510,its slark picker,O
1510,1511,gg,O
1511,1512,lol arrow,O
1512,1513,"pick ganking team, never gank",O
1513,1514,ggw[p,O
1514,1515,first time am?,O
1515,1516,commend wisp,A
1516,1517,ok,O
1517,1518,tryhards,O
1518,1519,save my [SEPA] commened,O
1519,1520,#/,O
1520,1521,hahaha,O
1521,1522,commerd :D [SEPA] commend,A
1522,1523,shit team,E
1523,1524,lawl,O
1524,1525,this [SEPA] sk [SEPA] s onoob [SEPA] stun [SEPA] always suicide [SEPA] suicide as idiot,E
1525,1526,report him,A
1526,1527,:D,O
1527,1528,Ez [SEPA],I
1528,1529,gg,O
1529,1530,Space created,O
1530,1531,i'm here to punish you yoshi [SEPA] for missing that last arrow,O
1531,1532,ty es [SEPA] 4 v 4,O
1532,1533,naga [SEPA] stop it dude,O
1533,1534,? [SEPA] ember???,O
1534,1535,Ez aqop,I
1535,1536,bad luck tusker,O
1536,1537,bird [SEPA] un install dota later,O
1537,1538,NOOB PL,E
1538,1539,ANO BA,O
1539,1540,GG,O
1540,1541,gg,O
1541,1542,noobla,O
1542,1543,k,O
1543,1544,;) [SEPA] WOW,O
1544,1545,cuello,O
1545,1546,report pls jugg,A
1546,1547,resume [SEPA] deads,O
1547,1548,wew [SEPA] tq for DMage Duel,O
